,curr_term,curr_volume,curr_rank,avg_volume,avg_rank,std_units_delta_volume,median_volume,median_rank,std_volume,std_rank,N,volume_change_pct,rank_change_pct,std_units_delta_rank,report_start,report_end
7916,hydro flask water bottles,34240,51010,7286.153846153846,138843.3076923077,4.677421744091515,5978,131821,5762.543475557673,48484.488013151546,13,0.7872034507548527,-1.7218840951246361,-1.8115754397258494,2020-04-18,2020-07-18
7917,i almost got away with it,3279,176731,942.1538461538462,314679.92307692306,3.0858771256722175,648,324586,757.2712906827431,74027.93846184193,13,0.7126703732376194,-0.7805587196186468,-1.863471088662418,2020-04-18,2020-07-18
7918,jansport backpack for boys,84703,29984,3691.6363636363635,558424.0909090909,7.946954024913708,100,617057,10194.01438367366,308460.48383397656,11,0.9564166987752929,-17.62406920054332,-1.713153284144865,2020-04-18,2020-07-18
7919,jojo siwa face mask for kids,7027,121334,505.0,631605.2,10.4900595998045,100,785257,621.7314532818812,327087.6220238241,5,0.9281343389782268,-4.205508760940874,-1.560044360109822,2020-04-18,2020-07-18
7920,keys,105524,26215,37226.07692307692,51556.307692307695,4.248256782018273,33153,51958,16076.693707877968,10212.262787001186,13,0.6472264421072276,-0.9666720462448101,-2.4814586366269107,2020-04-18,2020-07-18
7921,kids neck gaiter,1488856,3229,174175.53846153847,35874.53846153846,5.876623283705471,87263,29448,223713.58483770245,24078.87899043262,13,0.8830138452197268,-10.110107916239846,-1.3557748462671237,2020-04-18,2020-07-18
7922,kong treats,88234,29251,46957.46153846154,43442.0,3.5407237566979752,44455,43895,11657.655693544511,5418.81289275305,13,0.4678076304093486,-0.48514580698095794,-2.618839269940211,2020-04-18,2020-07-18
7923,kurapika,7564,116788,788.3076923076923,437338.76923076925,6.596003121024348,365,369866,1027.2421318442393,207084.89538397608,13,0.8957816377171216,-2.744723509528113,-1.54791960387263,2020-04-18,2020-07-18
7924,lg k51 case,2304520,2298,181069.63636363635,28686.454545454544,16.617016256719133,138431,22110,127787.70453316136,26034.336228771557,11,0.9214284812613316,-11.483226521085529,-1.013601972163655,2020-04-18,2020-07-18
7925,lint lizard,15316,80047,970.1538461538462,299210.07692307694,26.300114795095496,788,307184,545.4670546351151,51292.36731467548,13,0.9366574924161761,-2.7379299277059346,-4.272820468170734,2020-04-18,2020-07-18
7926,macrame shower curtain,4505,151819,1581.0,246469.07692307694,5.746135193353668,1431,251192,508.86376696846213,29943.564454546653,13,0.6490566037735849,-0.6234402605937132,-3.1609488932672876,2020-04-18,2020-07-18
7927,mead primary journal k-2,9724,102324,821.6153846153846,344929.23076923075,8.070401305349503,579,334148,1103.0906987839167,88868.63310541939,13,0.9155064392620954,-2.3709513972208938,-2.729930936165555,2020-04-18,2020-07-18
7928,men deodorant,71776,33122,45947.692307692305,43285.61538461538,4.918531925325172,45849,43116,5251.222943032975,2794.662011122321,13,0.3598460166672383,-0.30685391536185563,-3.636795914556312,2020-04-18,2020-07-18
7929,microsoft surface pro 7,404761,10223,175163.92307692306,19984.384615384617,3.6135129818826957,152226,20801,63538.46743438385,4186.34951436335,13,0.5672411050547779,-0.9548454089195556,-2.33171754577427,2020-04-18,2020-07-18
7930,mintiml dust wizard,61864,36179,13297.5,132879.5,3.149892363081537,2395,62095,15418.46336377267,100104.39990579835,2,0.7850526962369068,-2.6728350700682717,-0.9659965005633965,2020-04-18,2020-07-18
7931,nicotine patches,37877,48143,16263.23076923077,81312.46153846153,3.1829788373602064,12892,87935,6790.421908269595,14005.674663122474,13,0.5706304414491441,-0.6889778688170977,-2.3682873075581363,2020-04-18,2020-07-18
7932,ouran high school host club manga,11761,92413,5660.153846153846,138375.76923076922,4.031252947271181,5307,139988,1513.387086755723,17165.66513496174,13,0.5187353247042049,-0.4973625921760923,-2.677599083367629,2020-04-18,2020-07-18
7933,paranormal witness,12620,88957,5812.846153846154,140433.92307692306,3.4348707596472616,5859,133170,1981.7787400108455,31556.361874328755,13,0.5393941241009387,-0.5786719772128451,-1.6312692598065235,2020-04-18,2020-07-18
7934,peacock,3838112,1583,371544.0,11309.307692307691,45.28304932131735,391269,10522,76553.32518360432,2407.560258318761,13,0.9031961547760983,-6.144224695077505,-4.039902078754088,2020-04-18,2020-07-18
7935,pink stapler,5899,132713,3648.0,169641.76923076922,3.4680753745348665,3496,171511,649.0631710396148,14446.685693460668,13,0.38159010001695204,-0.2782603756283802,-2.5562104703008197,2020-04-18,2020-07-18
7936,polygel nail gel,215062,16521,60215.769230769234,45351.61538461538,3.282819100094816,36437,49226,47168.676082321566,16534.449822206872,13,0.7200073967936258,-1.7450890009451838,-1.7436694715958396,2020-04-18,2020-07-18
7937,pompompurin,9964,101007,3598.769230769231,183791.38461538462,3.0924543875781487,2775,190778,2058.3103164912613,44448.221830834555,13,0.6388228391439953,-0.8195905691227798,-1.8624903585671804,2020-04-18,2020-07-18
7938,portable washer dryer combo,35737,49776,10515.692307692309,109876.92307692308,4.44296894416608,11947,91635,5676.678817533708,35210.92649179025,13,0.7057477598093767,-1.2074277378038227,-1.7068827510385494,2020-04-18,2020-07-18
7939,real madrid jersey men,5426,138430,444.1818181818182,519716.36363636365,10.562725628332277,100,506425,471.641350643011,241113.4828226214,11,0.9181382568776598,-2.7543622309930194,-1.581356459924153,2020-04-18,2020-07-18
7940,reusable masks cute,6403,127286,880.1666666666666,494036.3333333333,4.869154675286322,100,347631,1134.2488997864034,276735.14530371217,6,0.8625383934613983,-2.881309282508157,-1.3252755913269743,2020-04-18,2020-07-18
7941,sca,244380,15107,63605.61538461538,43135.07692307692,3.7285919514149732,48598,41681,48483.28456718952,15608.739194553471,13,0.7397265922554408,-1.8553039599574317,-1.7956656571503908,2020-04-18,2020-07-18
7942,science fabric,3109,181148,352.8333333333333,563355.0,5.188573598451749,100,634205,531.1993006110766,193772.21713416738,12,0.8865122761874128,-2.109915649082518,-1.9724551107105353,2020-04-18,2020-07-18
7943,snoozies,58265,37481,19737.0,79721.61538461539,3.0885133650950856,16359,77203,12474.61009410715,25067.92573036463,13,0.6612546125461255,-1.1269874172144658,-1.685046295372161,2020-04-18,2020-07-18
7944,static x,4177,157530,495.9230769230769,413728.0,3.564440694725894,196,407113,1032.7221683120185,101910.65393847036,13,0.8812729047347194,-1.626344188408557,-2.5139471693968547,2020-04-18,2020-07-18
7945,sterling silver chain for women,87317,29437,23736.923076923078,72485.92307692308,3.5098277327029805,17448,74509,18114.871089161057,20369.317315763343,13,0.7281523291349556,-1.4624086380039771,-2.113420023341112,2020-04-18,2020-07-18
7946,stickers for skateboard,43604,44389,15772.461538461539,83621.69230769231,3.7192442471682923,13163,86949,7483.11662583829,15901.538103721368,13,0.6382794803581887,-0.8838381650339568,-2.4672262552080326,2020-04-18,2020-07-18
7947,taggart,26879,58529,338.0,415615.8461538461,71.44528002340296,100,446771,371.4871016154755,86617.55214047378,13,0.9874251274228952,-6.101024212849119,-4.12256912518993,2020-04-18,2020-07-18
7948,telescopes for adults astronomy professional,12876,87994,481.0,457807.3,22.892862529921523,208,387065,541.435130001739,198652.95623498783,10,0.9626436781609196,-4.20271041207355,-1.8616048158002014,2020-04-18,2020-07-18
7949,travel essentials for flying,10339,99033,995.8461538461538,373045.3846153846,6.846594223477434,261,391596,1364.6425567496815,155985.94450704977,13,0.9036806118728935,-2.766879571611328,-1.756647917742362,2020-04-18,2020-07-18
7950,vines,1378281,3442,942146.4615384615,4976.076923076923,3.0933094051386494,946679,4833,140992.85953646462,690.6913760306238,13,0.3164336869343323,-0.445693469807357,-2.221074384760966,2020-04-18,2020-07-18
7951,wall clocks for bedrooms,18278,72617,2866.3076923076924,280532.23076923075,4.297506914281053,1647,237957,3586.193720009545,164872.92187881845,13,0.843182640753491,-2.8631757132521414,-1.2610635415441256,2020-04-18,2020-07-18
7952,whiteboard erasers,12167,90737,1536.076923076923,358123.8461538461,6.358891623200517,842,301041,1671.820138927354,193509.60017565286,13,0.8737505611015925,-2.9468336638179147,-1.3817756117067748,2020-04-18,2020-07-18
7953,witch hat,44973,43601,20486.23076923077,70855.61538461539,3.53218382932551,17018,75541,6932.4730574527075,11698.407003651264,13,0.5444771136185985,-0.6250915204838281,-2.329771513002478,2020-04-18,2020-07-18
7954,womens safety glasses,14848,81422,4603.538461538462,158293.92307692306,5.863415646485849,5109,142666,1747.183238595989,34086.10374835454,13,0.6899556531830239,-0.9441173525204867,-2.255227633068328,2020-04-18,2020-07-18
7955,zap it,21713,65984,4766.923076923077,230732.84615384616,3.0565883972113275,3976,161328,5544.114784489021,139741.0719949854,13,0.7804576485551017,-2.496799923524584,-1.1789579384345796,2020-04-18,2020-07-18
7956,african black soap face wash acne,4976,144559,1241.6923076923076,296922.76923076925,3.868283388318828,1149,272027,965.3655943575111,93477.13749018512,13,0.7504637645312887,-1.0539901993702865,-1.6299575845138292,2020-04-18,2020-07-18
7957,alcohol prep pad,77498,31635,5932.615384615385,213948.46153846153,5.855624331845047,2544,198323,12221.648889971582,87957.28387652668,13,0.9234481485378282,-5.763030236714447,-2.0727500157279852,2020-04-18,2020-07-18
7958,balloon stand kit,8185,112070,2265.153846153846,229146.3076923077,4.153729178018198,2098,215578,1425.1882826579936,62653.67269812762,13,0.7232554861143744,-1.0446712562889953,-1.8686264132733987,2020-04-18,2020-07-18
7959,bamboo washcloths,6523,126080,1492.3076923076924,259163.38461538462,6.9686399174960485,1608,240234,721.9044702054173,52889.7111017169,13,0.7712237172608167,-1.0555471495509567,-2.5162433646014843,2020-04-18,2020-07-18
7960,bluetooth vibtrator,10164,99942,2001.0,307870.07692307694,4.071188271151169,1518,245638,2005.0657096464445,166649.32331468852,13,0.8031286894923259,-2.080487451952902,-1.247698297162843,2020-04-18,2020-07-18
7961,brass knuckles self defense real metal,5058,143385,134.66666666666666,580783.6666666666,57.97910817453131,100,497732,84.9156444164835,147928.45411707196,6,0.9733755107420587,-3.050518998965489,-2.9568257795792636,2020-04-18,2020-07-18
7962,breastfeeding pillows,8337,110998,1485.923076923077,300849.76923076925,3.5728579087014833,1117,274718,1917.534113626946,99795.8957106569,13,0.8217676530019099,-1.7104071175225612,-1.9024005734786502,2020-04-18,2020-07-18
7963,broadway lipgloss,24798,61248,14799.76923076923,82740.23076923077,3.4936995797191455,14694,81886,2861.7889263491043,8889.522560800122,13,0.4031869815804004,-0.3509050217024354,-2.417703608066023,2020-04-18,2020-07-18
7964,captain america shield metal,14425,82718,3153.923076923077,188786.53846153847,8.326674685571286,3035,183172,1353.6108168856153,36335.271235663444,13,0.7813571523796826,-1.282290897525792,-2.9191618736956366,2020-04-18,2020-07-18
7965,christmas ornaments,234235,15567,46898.692307692305,50537.38461538462,5.188803740227597,40170,46542,36103.94940165737,16840.731899863404,13,0.7997793143309399,-2.2464434133349145,-2.076535914431858,2020-04-18,2020-07-18
7966,christmas shower curtain,7499,117316,1211.3846153846155,385475.92307692306,3.11095223914363,274,388676,2021.122441386697,164704.42348262412,13,0.8384605126837424,-2.2857915636138553,-1.6281282397082264,2020-04-18,2020-07-18
7967,coin banks for adults,7105,120646,2581.0,201276.61538461538,6.395830242772838,2499,199900,707.3358466810514,27177.633425111606,13,0.636734693877551,-0.6683239840907728,-2.9668004613718226,2020-04-18,2020-07-18
7968,crayola crayons,1582547,3073,695876.5384615385,6990.2307692307695,3.9190149481572303,700124,6741,226248.29791868618,1938.3226491757487,13,0.5602806498249098,-1.2747252747252749,-2.020938449486999,2020-04-18,2020-07-18
7969,dr pimple popper,9828,101748,4016.0,169808.84615384616,3.754563354063301,4116,158649,1547.9829348757903,41211.77807141658,13,0.5913715913715913,-0.6689158131250359,-1.6514901646782232,2020-04-18,2020-07-18
7970,ebt eligible food items bulk,9709,102407,1469.1818181818182,379469.63636363635,3.956032240195739,708,316760,2082.8490976631897,219906.11954707978,11,0.8486783584115957,-2.7055048616172366,-1.2599132617786015,2020-04-18,2020-07-18
7971,gaming computers,582852,7189,132025.23076923078,32775.38461538462,3.0331677469665292,78803,31319,148632.32331335483,15057.757438933048,13,0.7734841250107561,-3.5591020469306742,-1.6992161494930815,2020-04-18,2020-07-18
7972,gold bar,74594,32368,41538.153846153844,46565.0,3.4662152975393243,38608,47617,9536.58192476174,5764.03985933477,13,0.44314349885843574,-0.43861220958971825,-2.463029463095781,2020-04-18,2020-07-18
7973,gold pens,10662,97418,4101.615384615385,164143.53846153847,4.632570112439888,3866,163515,1416.1436213923557,25426.20577480179,13,0.6153052537408192,-0.6849405496062172,-2.6242821698417025,2020-04-18,2020-07-18
7974,hummingbird feeders,1644453,2980,540502.4615384615,9151.307692307691,4.186381953855751,491898,8565,263700.3863072684,3105.601347689241,13,0.6713177807219413,-2.070908621579762,-1.987153855693528,2020-04-18,2020-07-18
7975,ipad fast charger,4613,150074,2665.5384615384614,196968.46153846153,3.131320807674914,2837,188885,621.9297408583244,20573.55752989496,13,0.4221681201954343,-0.3124755889658537,-2.2793559874280507,2020-04-18,2020-07-18
7976,ipad stand holder,34776,50559,3731.923076923077,230921.3076923077,8.978230764288591,3115,180988,3457.7053918636675,116817.61933414599,13,0.8926868220346481,-3.567363035113584,-1.5439649320056592,2020-04-18,2020-07-18
7977,kageyama,4193,157236,512.5384615384615,521768.3846153846,3.8772061847502246,100,513793,949.256078497316,199681.6918037048,13,0.8777633051422701,-2.318377372964109,-1.8255673883899919,2020-04-18,2020-07-18
7978,key chains women for car keys,50035,40979,5113.444444444444,312398.6666666667,4.321017942305752,1315,259216,10396.058557346518,221582.69228777775,9,0.8978026492566314,-6.6233843350659285,-1.2249136602878883,2020-04-18,2020-07-18
7979,kindergarten backpack for girls,10770,96894,1187.3076923076924,481813.92307692306,3.739942193241005,325,377822,2562.2567977148387,272396.4825903171,13,0.8897578744375403,-3.9725878080884582,-1.4130869804799964,2020-04-18,2020-07-18
7980,kitchen soap dispenser caddy,13259,86606,3256.923076923077,240127.53846153847,3.032593833273816,1475,248370,3298.1920669142983,113804.333675257,13,0.7543613336659568,-1.7726432171158866,-1.3489955391296022,2020-04-18,2020-07-18
7981,kitten litter box starter kit,5948,132154,1294.076923076923,281553.76923076925,4.397459392273129,1252,263874,1058.3208761633105,61792.76355441879,13,0.7824349490455745,-1.1304975197933416,-2.417755100064394,2020-04-18,2020-07-18
7982,korean stickers,7959,113728,4576.0,152384.6923076923,3.9536363841970377,4679,149024,855.6679651983396,14807.020251582328,13,0.4250533986681744,-0.33990479308255056,-2.610700306401035,2020-04-18,2020-07-18
7983,lap desks,119741,24233,28174.69230769231,98762.92307692308,3.0892743683886055,19070,70930,29640.06972940689,63341.925868602935,13,0.7647030481815559,-3.0755549489094656,-1.176628624010085,2020-04-18,2020-07-18
7984,led sign,256025,14612,149529.38461538462,21189.153846153848,5.810772293152253,147767,21204,18327.27389956683,1730.918342294722,13,0.41595787670975637,-0.4501200277959107,-3.7998059674116975,2020-04-18,2020-07-18
7985,letter board letters only,34782,50554,6336.909090909091,296198.36363636365,4.669437627961341,6539,125924,6091.759474151051,300214.3733818462,11,0.8178106753231817,-4.859049009699799,-0.8182298564496967,2020-04-18,2020-07-18
7986,letter tray,49051,41456,28877.384615384617,56972.38461538462,3.4293291670038433,26933,58463,5882.671042115443,5555.623360440926,13,0.4112783711772519,-0.37428561885817774,-2.7929151435768222,2020-04-18,2020-07-18
7987,ll bean backpack,7667,115972,447.4166666666667,496945.75,10.697815942972715,100,410633,674.8651661067138,222871.218044341,12,0.9416438415721056,-3.2850494084779083,-1.7093896347091528,2020-04-18,2020-07-18
7988,loose face mask,3780,165271,499.6666666666667,502459.6666666667,6.5596871598485125,100,341529,500.07466109238794,260716.2599744532,6,0.8678130511463845,-2.040216775276163,-1.293316599047972,2020-04-18,2020-07-18
7989,mask funny,24960,61025,3408.923076923077,230312.53846153847,5.582916126864884,1559,243142,3860.1828208332845,95481.06896362177,13,0.8634245562130177,-2.7740686351747392,-1.7729958440875533,2020-04-18,2020-07-18
7990,mirrored console table,8981,106726,5453.923076923077,139375.61538461538,3.6284855519357078,5164,141915,972.0520786407194,11537.407735553528,13,0.3927265252284738,-0.3059199762439834,-2.82989178617678,2020-04-18,2020-07-18
7991,mission cooling mask,734923,6353,151996.76923076922,103244.15384615384,3.5448667396987643,72911,32813,164442.35385242343,130544.72387388043,13,0.7931800076596198,-15.251244112412063,-0.7422065861486721,2020-04-18,2020-07-18
7992,mlb tv,24752,61313,786.6,411150.2,18.919678958507365,316,369379,1266.6916839634741,201018.41613632205,10,0.968220749838397,-5.705758974442614,-1.740324129122356,2020-04-18,2020-07-18
7993,moped scooter for adults street legal,6294,128408,613.8333333333334,453012.6666666667,8.554260596050955,161,326783,664.0160891625042,219239.2949520379,6,0.902473254951806,-2.5279162253649825,-1.480595286249571,2020-04-18,2020-07-18
7994,off the shoulder dress,559040,7523,131502.84615384616,28826.76923076923,3.3153481410414978,94460,28061,128956.94076696437,11307.295256852587,13,0.7647702379904012,-2.8318183212507284,-1.8840729588146605,2020-04-18,2020-07-18
7995,pink kitchen decor,3067,182283,1151.6153846153845,280240.3846153846,4.126488502447889,1275,262190,464.16816967947045,47209.36041637375,13,0.6245140578365228,-0.5373917733161327,-2.0749568253292794,2020-04-18,2020-07-18
7996,ratcheting wrenches,5687,135197,874.0769230769231,438972.3846153846,3.977659176429022,100,494030,1209.9888058392978,196037.27816393258,13,0.8463026335366761,-2.246909211116997,-1.5495796894372202,2020-04-18,2020-07-18
7997,refrigerator whiteboard,3607,169002,436.72727272727275,441323.7272727273,4.50594470421474,100,441981,703.5755952147701,138920.24597306966,11,0.8789222975527383,-1.6113520980386462,-1.9602738633612709,2020-04-18,2020-07-18
7998,seal a meal bags food saver,3033,183220,432.5,591805.75,4.914316327398397,100,379025,529.1682152208313,324252.65677387547,4,0.8574019122980547,-2.2300281082851217,-1.260084509608,2020-04-18,2020-07-18
7999,seamless workout set,266440,14196,990.8461538461538,324126.8461538461,362.0625204036185,1000,285156,733.1583328488063,111136.67185485788,13,0.996281165914104,-21.832265860372367,-2.788736075870701,2020-04-18,2020-07-18
8000,sentence strips,7918,114036,4437.2307692307695,155356.15384615384,3.5070845398568253,4555,151012,992.4965284444871,17436.889228711607,13,0.4396020751160938,-0.3623430657525154,-2.3696975592478973,2020-04-18,2020-07-18
8001,sequin face mask for women,8437,110305,1147.6923076923076,344939.6923076923,5.580948917389861,534,340887,1306.105431209861,135899.51234115634,13,0.8639691468896162,-2.127144665316099,-1.7265307892987531,2020-04-18,2020-07-18
8002,shaving soap men,14733,81767,2972.6153846153848,396824.1538461539,3.656764548201603,2623,195662,3216.0628501959122,336685.2893234388,13,0.7982342099629821,-3.853108880675014,-0.935761566771313,2020-04-18,2020-07-18
8003,shower curtain rings rust proof,4167,157708,582.7692307692307,409201.6923076923,4.1545113825757705,100,482136,862.7322058288764,118151.80362876721,13,0.8601465728895535,-1.5946793587369843,-2.1285641402300137,2020-04-18,2020-07-18
8004,skinny fit super youth collagen powder for weight loss,17027,75519,3749.6153846153848,208515.3076923077,3.6125015654975914,2007,219593,3675.3989928183655,80904.39659085759,13,0.7797841437355151,-1.7610973091845454,-1.6438699662378622,2020-04-18,2020-07-18
8005,slim jims bulk 120 count,75715,32080,31884.846153846152,57171.846153846156,3.1004584220733724,27237,58093,14136.668801655229,13760.47220511318,13,0.5788833632193601,-0.7821647803568004,-1.8234727544104492,2020-04-18,2020-07-18
8006,telescoping ladder 12.5,3357,174817,265.77777777777777,701034.4444444445,8.579434856550382,100,757968,360.3060427531634,242745.94554652768,9,0.9208287823122496,-3.0101045347102655,-2.1677702721654035,2020-04-18,2020-07-18
8007,temptation cat treats,114068,24979,4332.846153846154,356999.07692307694,9.262083422150644,297,383794,11847.782927944465,144325.85672213044,13,0.962015235176858,-13.291968330320547,-2.3004892156109826,2020-04-18,2020-07-18
8008,toddler sandals girls size 8,9520,103485,2109.5384615384614,271271.07692307694,3.757104925064157,1531,244838,1972.3861021355417,124678.88964353022,13,0.778409825468649,-1.6213564953672217,-1.3457456783806354,2020-04-18,2020-07-18
8009,toilet seats elongated slow close,4105,158857,1269.6153846153845,272214.3076923077,5.263278470589969,1414,252371,538.7107353768406,49100.325564746534,13,0.6907148880352291,-0.7135808160314477,-2.30868749623316,2020-04-18,2020-07-18
8010,viv,22444,64774,4151.461538461538,199146.53846153847,3.382189577243717,2727,192279,5408.489986668869,64399.01602976992,13,0.8150302290829826,-2.074482639045581,-2.0865619810001705,2020-04-18,2020-07-18
8011,wall oven,6988,121689,2776.153846153846,195297.07692307694,5.011240143602677,2516,199292,840.4798080217678,26554.44678536767,13,0.6027255514948704,-0.6048868584923611,-2.7719680066405035,2020-04-18,2020-07-18
8012,water filter for samsung refrigerator,7250,119392,3969.6923076923076,164361.0,3.08995642577048,3639,168299,1061.60322033983,18323.694291817897,13,0.4524562334217507,-0.37665002680246584,-2.454144851132998,2020-04-18,2020-07-18
8013,xbox elite series 2,101654,26826,10313.076923076924,167580.84615384616,4.369637107837306,3063,182393,20903.548927002557,61585.209080381945,13,0.8985472591036563,-5.246956167667418,-2.285530052680844,2020-04-18,2020-07-18
8014,613 human hair wigs,21850,65753,329.46153846153845,405009.53846153844,83.73120604279255,259,392151,257.01932981282926,75656.04029489361,13,0.9849216687202957,-5.159559844593227,-4.4841963330248005,2020-04-18,2020-07-18
8015,a2 milk whole,3863,163574,293.53846153846155,617023.3076923077,6.745349901139624,100,577955,529.1736664184729,230940.99666595383,13,0.9240128238316175,-2.7721355942405745,-1.9634855406301142,2020-04-18,2020-07-18
8016,alexa light bulb,210711,16755,19328.615384615383,117106.69230769231,4.915539673627329,6498,126330,38934.15521436686,40564.717048572755,13,0.9082695474625654,-5.9893579413722655,-2.473866443775013,2020-04-18,2020-07-18
8017,all purpose spray cleaner,14904,81254,403.3,696077.9,16.83343843244379,100,766164,861.4223444719527,263106.4586201858,10,0.9729401502952228,-7.566690870603294,-2.336787562055043,2020-04-18,2020-07-18
8018,alligator clips for crafts,22526,64641,3271.230769230769,253971.92307692306,4.404117018790396,2422,202660,4371.993102957471,126561.63418038763,13,0.8547797758487627,-2.9289603050219375,-1.4959582681041452,2020-04-18,2020-07-18
8019,art supplies for kids 3-4,4111,158750,555.7272727272727,448301.0909090909,4.637866040377939,100,447438,766.5751223342812,167814.40668098466,11,0.8648194422945091,-1.8239438797423049,-1.7254245129235404,2020-04-18,2020-07-18
8020,baby care products,93114,28308,3343.0,208032.0,27.73162204189496,1054,135865,3237.1348442720146,102059.55015577916,2,0.9640977726228065,-6.348876642645188,-1.760971900480428,2020-04-18,2020-07-18
8021,baby shark video,12172,90717,1838.5,293426.5,6.097907873023157,677,221776,1694.597592350467,145696.16970724947,12,0.8489566217548472,-2.2345260535511535,-1.3913166036369293,2020-04-18,2020-07-18
8022,bendy plush,19818,69429,11550.923076923076,94998.53846153847,3.115380442152597,11109,95294,2653.6331843197686,10937.391436530808,13,0.41714991033792126,-0.36828326004318757,-2.3378095782634603,2020-04-18,2020-07-18
8023,bike lights front and back rechargeable,176708,18866,65928.30769230769,37124.61538461538,4.097473894286536,60415,36689,27036.094717323776,8714.852250979948,13,0.6269081892596391,-0.9678053315284312,-2.0951147373224006,2020-04-18,2020-07-18
8024,cherokee workwear scrubs women,83787,30182,64333.53846153846,35481.692307692305,3.267973011915471,63199,35725,5952.760768687988,2014.3193798657073,13,0.23217756380418847,-0.17559115723584603,-2.631008945585198,2020-04-18,2020-07-18
8025,coaxial cable splitter,17619,74108,10597.923076923076,99028.38461538461,3.2112822825278986,10449,98473,2186.377996502376,9633.528364852114,13,0.39849463210607433,-0.33627118010720314,-2.58683876473614,2020-04-18,2020-07-18
8026,collagen vitamins,7651,116099,3851.076923076923,166485.15384615384,4.22390426898422,3868,163470,899.6233898636384,19063.95848123781,13,0.4966570483496376,-0.4339930046439146,-2.643005852941949,2020-04-18,2020-07-18
8027,cooling arm sleeves,10770,96890,3167.75,251039.33333333334,3.007930915675122,3124,172217,2527.4017964916243,163850.27431349043,12,0.7058727948003714,-1.5909725805896722,-0.9407938679333759,2020-04-18,2020-07-18
8028,couch covers for 3 cushion couch recliner sofa,4767,147656,879.9230769230769,339463.76923076925,4.090773695251233,716,315745,950.2058076664639,100903.96392540271,13,0.8154136612286391,-1.299017779370762,-1.9008942936332096,2020-04-18,2020-07-18
8029,criterion collection blu ray,279286,13714,67789.38461538461,37527.38461538462,4.963047861308005,52935,39652,42614.26069118659,8269.295985133414,13,0.7572761090230637,-1.7364288038052076,-2.879735428287541,2020-04-18,2020-07-18
8030,dangle earrings for women fashion,92066,28504,10646.0,167792.0,4.724691778703446,4130,155486,17232.870166684894,113483.23707530955,12,0.8843655638346404,-4.886612405276453,-1.2273883226257103,2020-04-18,2020-07-18
8031,diaper organizer,228708,15830,152013.38461538462,21037.69230769231,3.2482859249865133,149470,21048,23610.795710643546,2051.2434596530056,13,0.33533857750763146,-0.32897614072598286,-2.5387977634664862,2020-04-18,2020-07-18
8032,elephant baby shower,19904,69262,3055.153846153846,202278.0,10.102533735470457,3161,179768,1667.7842009761457,64769.12237452863,13,0.84650553425674,-1.9204758742167423,-2.05369464836705,2020-04-18,2020-07-18
8033,ethika women set bra and shorts,4337,154669,935.0833333333334,443795.1666666667,3.8263179209836733,269,257605,889.0836404393963,257731.165495731,12,0.7843939743294135,-1.8693220145385738,-1.1218129794685452,2020-04-18,2020-07-18
8034,face mask for kids boys,10518,98128,2004.7777777777778,419499.77777777775,3.146366984491384,616,328967,2705.7308521810596,289798.13417781773,9,0.8093955335826415,-3.2750262695436345,-1.108950472333223,2020-04-18,2020-07-18
8035,face mask with filter,28622141,278,8568622.307692308,1296.0,3.279693457460625,7437225,979,6114449.094835397,889.7509014699938,13,0.700629582263175,-3.661870503597122,-1.1441404536012503,2020-04-18,2020-07-18
8036,fatal affair,489348,8608,9201.0,117354.5,74.17854482551392,4624,84816,6472.855474981656,46016.38799927695,2,0.9811974300497806,-12.633190055762082,-2.363212427748756,2020-04-18,2020-07-18
8037,faux ivy,6360,127726,2787.076923076923,195354.61538461538,4.354224744306871,3063,182406,820.5646898669294,29140.84527639987,13,0.5617803580067732,-0.5294819800558647,-2.320749955712005,2020-04-18,2020-07-18
8038,fingertip towels for bathroom,4315,155064,1938.3076923076924,227296.84615384616,4.107766104169913,2084,216177,578.5851110849904,28719.106676700307,13,0.5507977538105,-0.4658260212160537,-2.51514947755838,2020-04-18,2020-07-18
8039,floaties for adults,32966,52126,5376.538461538462,270331.53846153844,4.323472085249505,1106,275614,6381.320613261081,173391.8034393088,13,0.8369065564054341,-4.186117071356683,-1.2584535954602691,2020-04-18,2020-07-18
8040,gerber clothes,5658,135545,1206.0,296382.8461538461,3.8604444565399683,816,303986,1153.2350873376456,74851.71827335934,13,0.7868504772004242,-1.1866011004009454,-2.1487528925717436,2020-04-18,2020-07-18
8041,get the guy by matthew hussey,3240,177736,293.53846153846155,596497.0,4.222423751234336,100,595663,697.8128468513381,152762.1321472264,13,0.9094017094017094,-2.3560843048116307,-2.741261817401278,2020-04-18,2020-07-18
8042,godox vl150,4646,149542,2407.153846153846,206455.76923076922,3.5853816866618504,2357,205071,624.4373262057404,22859.285462563665,13,0.48188681744428624,-0.38058718775173006,-2.48974401776364,2020-04-18,2020-07-18
8043,goya cookies,48424,41768,1235.0,665257.0,15.78839498739146,100,773920,2988.840856697905,295571.9203521652,7,0.9744961176276227,-14.92743248419843,-2.1094324496627803,2020-04-18,2020-07-18
8044,guidecraft kitchen helper,4194,157208,1610.2307692307693,248459.46153846153,3.5144616515319713,1424,251673,735.1820810572659,38768.254542463364,13,0.6160632405267598,-0.5804504957665102,-2.353767602266247,2020-04-18,2020-07-18
